sentence,label
I spent for an hour reading a book with Alice in the evening,0
I talked to Frank about traveling for two hours,0
I talked to Grace about photography for a while,0
I practiced my weight check with the acupuncturist at night,1
I was using the phone to look up more about meditation after dinner,0
I practiced my sleep routine with the gastroenterologist at night,1
I practiced my emergency preparedness plan with the therapist at night,1
I spent for an hour knitting with Frank before bed,0
I practiced my hydration reminder with the urologist after breakfast,1
I practiced my insulin shot with the chiropractor in the evening,1
I practiced my mental health check-in with the oncologist before bed,1
I talked to Eve about cooking for a while,0
I helped Bob with taking out the trash for an hour,0
I was using the headphones to look up more about knitting after breakfast,0
I spent for a short time going for a walk with Ivan in the afternoon,0
I practiced my rehab exercises with the oncologist after breakfast,1
I noticed the newspaper was dusty while I was reading a book in the evening,0
I practiced my rehab exercises with the ophthalmologist after dinner,1
my friend helped me with my rehab exercises in the evening,1
I practiced my health monitoring with the doctor in the morning,1
I was using the TV to look up more about hiking in the morning,0
I used the radio for knitting for a while,0
I spent for a while on my smartwatch during the day,0
I spent for two hours watching a movie with Frank during the day,0
I practiced knitting for a short time at night,0
I spent for a short time gardening with Ivan in the evening,0
I invited Ivan over for some cooking after breakfast,0
I invited Heidi over for some playing board games during the day,0
I practiced my fall prevention measures with the dentist after breakfast,1
I practiced my hydration reminder with the midwife at night,1
I used the headphones for painting for a few minutes,0
I spent for an hour watching a movie with Eve after dinner,0
I practiced my cognitive exercises with the pharmacist at night,1
I misplaced the remote control while I was mopping the floor in the morning,0
I noticed the magazine was dusty while I was knitting in the evening,0
my friend helped me with my hydration reminder during the day,1
I practiced my therapy with the rheumatologist before bed,1
I spent for a short time painting with Charlie in the morning,0
my assistant helped me with my insulin shot before bed,1
I helped Bob with folding laundry for a few minutes,0
I practiced my sleep routine with the oncologist after dinner,1
I practiced my therapy with the audiologist after breakfast,1
I updated my companion about my mood changes at night,1
I practiced my emergency preparedness plan with the acupuncturist after dinner,1
I misplaced the TV while I was sweeping the floor before bed,0
I spent for a while painting with Ivan during the day,0
my companion helped me with my blood test in the afternoon,1
my companion helped me with my weight check in the evening,1
I practiced my social engagement with the dermatologist in the evening,1
I practiced my hygiene routine with the endocrinologist after dinner,1
I practiced my hydration reminder with the caregiver after breakfast,1
I practiced my mobility practice with the doula during the day,1
I updated my family member about my fever in the evening,1
I practiced fishing for an hour in the evening,0
I practiced my emergency preparedness plan with the oncologist in the afternoon,1
I practiced my exercise with the endocrinologist in the morning,1
I practiced my physio session with the rheumatologist in the afternoon,1
I invited Alice over for some photography in the morning,0
I invited Heidi over for some fishing in the evening,0
I practiced my fall prevention measures with the nurse in the afternoon,1
I misplaced the decorations while I was cleaning the kitchen at night,0
I updated my aide about my cough in the afternoon,1
I practiced my social engagement with the occupational therapist after breakfast,1
I practiced my therapy with the social worker in the evening,1
my spouse helped me with my blood test during the day,1
I noticed the magazine was dusty while I was painting in the afternoon,0
I noticed the kitchen appliances was dusty while I was watching a movie in the morning,0
I practiced my blood test with the doctor in the evening,1
I updated my support person about my nausea in the afternoon,1
I noticed the decorations was dusty while I was watching a movie after dinner,0
I practiced my therapy with the nurse after breakfast,1
I was using the radio to look up more about yoga during the day,0
I practiced my diet plan with the doctor after dinner,1
I practiced my health monitoring with the ophthalmologist before bed,1
I spent for a few minutes cooking dinner with David before bed,0
I misplaced the kitchen appliances while I was organizing the closet in the morning,0
I was using the speaker to look up more about traveling before bed,0
I noticed the tools was dusty while I was going for a walk after breakfast,0
I practiced my blood test with the chiropractor at night,1
I invited Alice over for some hiking in the morning,0
I misplaced the remote control while I was taking out the trash at night,0
I was using the tablet to look up more about bird watching during the day,0
I practiced my social engagement with the home health aide during the day,1
my companion helped me with my social engagement in the morning,1
I spent for an hour gardening with David in the evening,0
I practiced my health monitoring with the hospice worker at night,1
I misplaced the book while I was sweeping the floor after breakfast,0
I was using the gaming console to look up more about painting during the day,0
I was using the TV to look up more about traveling at night,0
I noticed the TV was dusty while I was going for a walk in the morning,0
I invited Alice over for some fishing in the morning,0
I was using the e-reader to look up more about meditation before bed,0
I invited Alice over for some bird watching in the morning,0
I practiced my mental health check-in with the therapist before bed,1
I spent for a while doing a puzzle with Judy in the afternoon,0
I practiced my hygiene routine with the herbalist in the morning,1
I updated my support person about my mood changes after dinner,1
I practiced collecting stamps for two hours at night,0
I misplaced the book while I was dusting the shelves in the evening,0
I misplaced the furniture while I was dusting the shelves after breakfast,0
my caregiver helped me with my emergency preparedness plan during the day,1
my daughter helped me with my fall prevention measures after dinner,1
my companion helped me with my insulin shot before bed,1
I practiced my physio session with the chiropractor in the afternoon,1
I practiced my cognitive exercises with the respite care provider at night,1
I practiced my medication with the dermatologist during the day,1
I spent for an hour gardening with Ivan before bed,0
I practiced my symptom tracking with the physiotherapist before bed,1
I practiced my mobility practice with the occupational therapist in the evening,1
I used the TV for listening to music for two hours,0
I noticed the book was dusty while I was painting during the day,0
I updated my daughter about my memory loss in the afternoon,1
I was using the tablet to look up more about playing music in the morning,0
I practiced my health monitoring with the gastroenterologist after breakfast,1
I misplaced the book while I was mopping the floor in the evening,0
I was using the TV to look up more about photography during the day,0
I updated my spouse about my sore throat during the day,1
my aide helped me with my symptom tracking during the day,1
I talked to Judy about yoga for a few minutes,0
I practiced my hygiene routine with the gastroenterologist at night,1
I practiced my fall prevention measures with the acupuncturist after breakfast,1
I invited Grace over for some collecting stamps after dinner,0
I used the smartwatch for watching a movie for a while,0
I noticed the book was dusty while I was gardening after breakfast,0
I invited Charlie over for some playing music in the evening,0
I practiced photography for a while after breakfast,0
I was using the speaker to look up more about cooking at night,0
I was using the gaming console to look up more about knitting during the day,0
I was using the e-reader to look up more about photography in the afternoon,0
I was using the laptop to look up more about fishing in the afternoon,0
I spent for a few minutes doing a puzzle with Judy after breakfast,0
my assistant helped me with my emergency preparedness plan in the morning,1
I was using the e-reader to look up more about yoga after dinner,0
I practiced my emergency preparedness plan with the dietitian after dinner,1
I talked to Bob about collecting stamps for a short time,0
my support person helped me with my blood test during the day,1
my assistant helped me with my blood test during the day,1
I updated my neighbor about my chest pain after dinner,1
I noticed the newspaper was dusty while I was reading a book after breakfast,0
my support person helped me with my cognitive exercises after dinner,1
I spent for a while going for a walk with Grace after dinner,0
I helped Heidi with sweeping the floor for two hours,0
I practiced my mobility practice with the doctor before bed,1
I updated my daughter about my fatigue in the afternoon,1
I practiced my sleep routine with the psychiatrist in the evening,1
I practiced my mental health check-in with the hospice worker in the afternoon,1
I spent for a short time playing a game with Heidi after breakfast,0
I updated my spouse about my dizziness in the afternoon,1
I spent for two hours painting with Judy during the day,0
I spent for a while listening to music with Charlie after dinner,0
my aide helped me with my exercise in the evening,1
I practiced my mobility practice with the doctor during the day,1
I practiced my cognitive exercises with the herbalist during the day,1
I was using the headphones to look up more about playing music in the evening,0
I practiced my insulin shot with the aesthetician in the morning,1
I practiced my sleep routine with the herbalist in the morning,1
I noticed the cleaning supplies was dusty while I was doing a puzzle in the afternoon,0
I spent for a short time painting with Judy in the morning,0
I updated my neighbor about my rash before bed,1
I practiced my insulin shot with the herbalist in the afternoon,1
I practiced my weight check with the endocrinologist in the evening,1
I spent for a few minutes cooking dinner with Ivan in the morning,0
I updated my aide about my sore throat at night,1
I practiced my symptom tracking with the podiatrist in the evening,1
I practiced my sleep routine with the home health aide after breakfast,1
I practiced my symptom tracking with the caregiver at night,1
I updated my companion about my sore throat after dinner,1
my assistant helped me with my appointment at night,1
I updated my caregiver about my fever in the morning,1
I noticed the remote control was dusty while I was playing a game in the afternoon,0
I practiced my insulin shot with the endocrinologist after breakfast,1
I practiced my sleep routine with the home care nurse after breakfast,1
I was using the tablet to look up more about fishing after dinner,0
I spent for a while going for a walk with Judy at night,0
I practiced my fall prevention measures with the doctor during the day,1
I practiced my blood test with the dermatologist in the morning,1
I practiced my weight check with the gastroenterologist at night,1
I updated my assistant about my cough in the evening,1
I was using the smartwatch to look up more about bird watching during the day,0
I misplaced the furniture while I was dusting the shelves in the afternoon,0
I misplaced the radio while I was organizing the closet before bed,0
I practiced my hydration reminder with the specialist in the afternoon,1
I was using the laptop to look up more about hiking after dinner,0
I was using the headphones to look up more about writing before bed,0
I was using the radio to look up more about painting at night,0
I invited Frank over for some dancing in the evening,0
I misplaced the newspaper while I was cleaning the kitchen in the afternoon,0
I was using the e-reader to look up more about collecting stamps in the afternoon,0
my friend helped me with my cognitive exercises at night,1
I updated my caregiver about my fatigue in the afternoon,1
I spent for two hours doing a puzzle with David before bed,0
I helped David with washing dishes for a short time,0
I was using the smartwatch to look up more about painting at night,0
I invited Judy over for some meditation during the day,0
I spent for two hours listening to music with Charlie after dinner,0
I noticed the kitchen appliances was dusty while I was doing a puzzle at night,0
I spent for an hour cooking dinner with Bob after breakfast,0
I was using the smartwatch to look up more about painting in the morning,0
I practiced my hydration reminder with the cardiologist after dinner,1
I practiced dancing for an hour in the afternoon,0
I misplaced the laptop while I was mopping the floor in the afternoon,0
I practiced my therapy with the pulmonologist in the evening,1
I spent for two hours gardening with Judy after dinner,0
I spent for a short time gardening with Bob at night,0
I spent for an hour painting with Bob after breakfast,0
I talked to Judy about cooking for a short time,0
I misplaced the radio while I was sweeping the floor during the day,0
I invited Frank over for some cooking before bed,0
I misplaced the magazine while I was mopping the floor during the day,0
I practiced my weight check with the doctor after dinner,1
I talked to Bob about doing puzzles for a while,0
I invited Alice over for some writing during the day,0
I practiced writing for two hours before bed,0
I practiced my emergency preparedness plan with the home care nurse in the morning,1
I invited Ivan over for some gardening after breakfast,0
I invited Heidi over for some traveling after dinner,0
my aide helped me with my fall prevention measures after breakfast,1
I practiced my blood test with the home health aide in the afternoon,1
I practiced my diet plan with the psychiatrist in the morning,1
I practiced my appointment with the caregiver during the day,1
I invited Grace over for some meditation in the afternoon,0
my caregiver helped me with my appointment in the afternoon,1
I updated my aide about my memory loss during the day,1
I updated my friend about my confusion in the morning,1
my friend helped me with my weight check in the afternoon,1
I practiced my medication with the doctor in the evening,1
I practiced my physio session with the midwife before bed,1
my friend helped me with my fall prevention measures in the afternoon,1
my helper helped me with my appointment at night,1
I practiced writing for a few minutes at night,0
I practiced my health monitoring with the geriatrician after breakfast,1
I practiced my rehab exercises with the herbalist in the evening,1
I misplaced the radio while I was taking out the trash before bed,0
my aide helped me with my fall prevention measures after dinner,1
I practiced volunteering for two hours after breakfast,0
I spent for a while playing a game with Eve in the evening,0
I updated my daughter about my joint pain in the morning,1
I misplaced the tools while I was mopping the floor at night,0
I practiced my emergency preparedness plan with the neurologist in the afternoon,1
I noticed the laptop was dusty while I was doing a puzzle in the afternoon,0
I misplaced the cleaning supplies while I was folding laundry at night,0
I practiced my cognitive exercises with the home health aide in the afternoon,1
I updated my spouse about my joint pain before bed,1
I practiced my rehab exercises with the specialist before bed,1
I spent for a few minutes doing a puzzle with Bob in the evening,0
I invited Bob over for some photography at night,0
I misplaced the newspaper while I was taking out the trash at night,0
I practiced my medication with the respite care provider during the day,1
I misplaced the tools while I was washing dishes in the morning,0
I noticed the furniture was dusty while I was painting before bed,0
I spent for a short time reading a book with Eve during the day,0
my son helped me with my appointment in the afternoon,1
I practiced my physio session with the doula after dinner,1
I was using the phone to look up more about playing board games before bed,0
I talked to Frank about fishing for two hours,0
I practiced my health monitoring with the rheumatologist at night,1
I spent for two hours playing a game with Ivan during the day,0
I practiced my diet plan with the occupational therapist after dinner,1
I spent for an hour knitting with Charlie after breakfast,0
I misplaced the phone while I was folding laundry in the afternoon,0
I practiced my health monitoring with the occupational therapist after dinner,1
I misplaced the magazine while I was taking out the trash in the afternoon,0
I practiced my hydration reminder with the massage therapist after breakfast,1
I misplaced the newspaper while I was washing dishes in the morning,0
I practiced my medication with the neurologist during the day,1
I was using the phone to look up more about hiking during the day,0
I was using the radio to look up more about cooking after breakfast,0
I practiced my appointment with the herbalist after breakfast,1
I invited Ivan over for some gardening after dinner,0
I practiced my social engagement with the doctor before bed,1
my son helped me with my physio session at night,1
I practiced my medication with the home health aide in the afternoon,1
I practiced my emergency preparedness plan with the doctor after breakfast,1
I was using the headphones to look up more about gardening in the afternoon,0
I spent for a short time reading a book with Grace after breakfast,0
I updated my aide about my headache at night,1
I was using the laptop to look up more about gardening in the evening,0
I noticed the book was dusty while I was doing a puzzle in the evening,0
I misplaced the tools while I was vacuuming the living room after breakfast,0
I spent for a while gardening with Charlie at night,0
I practiced my symptom tracking with the geriatrician in the evening,1
I noticed the newspaper was dusty while I was knitting in the evening,0
I spent for an hour cooking dinner with Bob in the evening,0
I was using the gaming console to look up more about dancing in the morning,0
I misplaced the kitchen appliances while I was taking out the trash during the day,0
I updated my aide about my fever in the evening,1
my daughter helped me with my medication in the evening,1
my family member helped me with my sleep routine after breakfast,1
I spent for a while on my laptop in the afternoon,0
I spent for an hour painting with Alice after breakfast,0
I updated my companion about my confusion during the day,1
I invited Bob over for some painting after breakfast,0
I talked to Ivan about playing board games for a few minutes,0
I practiced my health monitoring with the doula before bed,1
I spent for a short time playing a game with David in the afternoon,0
I practiced bird watching for a few minutes during the day,0
I practiced my physio session with the massage therapist after breakfast,1
I practiced my rehab exercises with the optometrist during the day,1
I practiced my insulin shot with the social worker after breakfast,1
I practiced my hygiene routine with the massage therapist in the morning,1
I spent for a while knitting with Alice after breakfast,0
I spent for two hours doing a puzzle with David after dinner,0
I was using the e-reader to look up more about gardening at night,0
I practiced my insulin shot with the home care nurse in the afternoon,1
I spent for two hours playing a game with Heidi after breakfast,0
I practiced my hydration reminder with the personal trainer during the day,1
I misplaced the TV while I was washing dishes after breakfast,0
I spent for an hour playing a game with Alice at night,0
I spent for a few minutes reading a book with Bob in the evening,0
I practiced my blood test with the counselor in the afternoon,1
I talked to Judy about painting for a few minutes,0
I invited David over for some yoga before bed,0
I practiced my symptom tracking with the pharmacist before bed,1
I noticed the tools was dusty while I was knitting in the evening,0
I practiced fishing for a few minutes in the morning,0
I used the radio for knitting for a short time,0
I noticed the kitchen appliances was dusty while I was listening to music during the day,0
I talked to Frank about hiking for an hour,0
I practiced gardening for a few minutes at night,0
I updated my support person about my memory loss after breakfast,1
I spent for an hour knitting with David in the evening,0
I updated my spouse about my cough after breakfast,1
I spent for a while watching a movie with Heidi after dinner,0
I spent for an hour doing a puzzle with Alice in the afternoon,0
I used the phone for watching a movie for a few minutes,0
I invited Ivan over for some volunteering after breakfast,0
I noticed the magazine was dusty while I was knitting after breakfast,0
I practiced my social engagement with the rheumatologist in the afternoon,1
I noticed the book was dusty while I was listening to music after breakfast,0
I used the speaker for listening to music for a while,0
my caregiver helped me with my rehab exercises after dinner,1
I misplaced the tools while I was dusting the shelves after dinner,0
my aide helped me with my mental health check-in before bed,1
I updated my caregiver about my confusion before bed,1
my helper helped me with my blood test in the morning,1
I was using the headphones to look up more about playing board games after dinner,0
my helper helped me with my emergency preparedness plan during the day,1
I practiced my mobility practice with the hospice worker in the afternoon,1
my daughter helped me with my hygiene routine before bed,1
I practiced my insulin shot with the cardiologist in the evening,1
I was using the laptop to look up more about knitting before bed,0
I invited Frank over for some playing music after breakfast,0
I practiced my mobility practice with the ophthalmologist after dinner,1
my neighbor helped me with my emergency preparedness plan during the day,1
I practiced my rehab exercises with the gastroenterologist in the evening,1
I practiced my mobility practice with the cardiologist in the afternoon,1
I helped Alice with cleaning the kitchen for a short time,0
I spent for two hours watching a movie with Judy after breakfast,0
I was using the laptop to look up more about painting in the afternoon,0
I practiced my appointment with the hospice worker after breakfast,1
I practiced my hygiene routine with the personal trainer before bed,1
I practiced dancing for two hours during the day,0
I misplaced the remote control while I was watering the plants before bed,0
I practiced my insulin shot with the occupational therapist before bed,1
I spent for two hours reading a book with Charlie at night,0
I spent for an hour on my speaker in the afternoon,0
I practiced my physio session with the naturopath in the morning,1
I invited Grace over for some meditation at night,0
I practiced my health monitoring with the rheumatologist during the day,1
I practiced my sleep routine with the massage therapist in the morning,1
I was using the smartwatch to look up more about yoga during the day,0
I noticed the furniture was dusty while I was watching a movie at night,0
I invited Charlie over for some traveling in the evening,0
I updated my spouse about my sore throat in the morning,1
my neighbor helped me with my social engagement after dinner,1
my friend helped me with my fall prevention measures at night,1
I invited Bob over for some dancing in the evening,0
I practiced my cognitive exercises with the midwife before bed,1
I practiced meditation for a short time in the morning,0
I was using the speaker to look up more about gardening in the afternoon,0
I was using the TV to look up more about meditation after breakfast,0
I practiced my blood test with the pulmonologist in the morning,1
I practiced my social engagement with the neurologist in the morning,1
I was using the e-reader to look up more about traveling in the evening,0
I invited Charlie over for some writing during the day,0
I noticed the decorations was dusty while I was going for a walk before bed,0
my caregiver helped me with my rehab exercises before bed,1
I noticed the phone was dusty while I was reading a book in the afternoon,0
I practiced my appointment with the caregiver after dinner,1
my caregiver helped me with my diet plan in the morning,1
my helper helped me with my symptom tracking after breakfast,1
I noticed the furniture was dusty while I was reading a book in the afternoon,0
I practiced my medication with the pharmacist after breakfast,1
I misplaced the tools while I was taking out the trash after dinner,0
I talked to Bob about collecting stamps for an hour,0
I practiced my therapy with the geriatrician before bed,1
I was using the radio to look up more about photography before bed,0
I spent for two hours reading a book with Frank in the afternoon,0
I talked to Alice about painting for an hour,0
I spent for two hours doing a puzzle with David in the afternoon,0
I noticed the newspaper was dusty while I was cooking dinner at night,0
I talked to Bob about playing music for an hour,0
I was using the headphones to look up more about hiking during the day,0
I practiced my social engagement with the herbalist in the afternoon,1
I practiced my mental health check-in with the pharmacist during the day,1
I noticed the remote control was dusty while I was watching a movie at night,0
I was using the radio to look up more about knitting in the evening,0
I spent for a short time doing a puzzle with Judy in the evening,0
I talked to Alice about photography for two hours,0
I was using the smartwatch to look up more about gardening at night,0
I updated my assistant about my fatigue in the evening,1
I updated my helper about my joint pain before bed,1
I practiced my therapy with the optometrist in the evening,1
I invited Judy over for some hiking in the evening,0
I used the gaming console for doing a puzzle for a few minutes,0
I spent for two hours gardening with Alice after dinner,0
I invited Charlie over for some bird watching in the morning,0
I practiced my emergency preparedness plan with the acupuncturist in the evening,1
I spent for a few minutes knitting with Grace in the afternoon,0
I noticed the tools was dusty while I was painting at night,0
I invited Heidi over for some meditation after breakfast,0
I talked to Grace about volunteering for an hour,0
I practiced my sleep routine with the hospice worker in the evening,1
I practiced my weight check with the rheumatologist after breakfast,1
I practiced my therapy with the physiotherapist after breakfast,1
I noticed the radio was dusty while I was going for a walk in the evening,0
I misplaced the decorations while I was mopping the floor in the afternoon,0
I practiced my therapy with the audiologist in the evening,1
I misplaced the TV while I was cleaning the kitchen in the afternoon,0
I practiced my mobility practice with the doula after breakfast,1
my neighbor helped me with my mental health check-in in the morning,1
I practiced my medication with the cardiologist after dinner,1
I practiced my medication with the geriatrician in the afternoon,1
I practiced my health monitoring with the massage therapist in the evening,1
I practiced traveling for an hour in the morning,0
my companion helped me with my medication in the morning,1
I practiced my diet plan with the rheumatologist during the day,1
I practiced my insulin shot with the endocrinologist during the day,1
I practiced my health monitoring with the home care nurse at night,1
my companion helped me with my diet plan during the day,1
I practiced my weight check with the urologist in the afternoon,1
I noticed the radio was dusty while I was gardening before bed,0
my caregiver helped me with my hydration reminder at night,1
I invited Frank over for some gardening after dinner,0
I was using the radio to look up more about meditation in the morning,0
I spent for a few minutes reading a book with Alice after dinner,0
I practiced my weight check with the optometrist before bed,1
I spent for an hour painting with David in the evening,0
I practiced my exercise with the counselor after dinner,1
I talked to Eve about hiking for a few minutes,0
I practiced gardening for two hours in the evening,0
I invited Ivan over for some playing music in the afternoon,0
I spent for a while going for a walk with Charlie in the evening,0
I noticed the kitchen appliances was dusty while I was doing a puzzle before bed,0
I practiced my appointment with the audiologist at night,1
I invited Bob over for some dancing in the morning,0
I noticed the book was dusty while I was listening to music at night,0
I updated my assistant about my joint pain during the day,1
I spent for two hours listening to music with Bob in the evening,0
I practiced my social engagement with the dietitian at night,1
I invited Alice over for some volunteering in the afternoon,0
I practiced playing board games for a while before bed,0
I spent for a few minutes cooking dinner with Ivan during the day,0
I practiced my weight check with the acupuncturist during the day,1
my family member helped me with my exercise during the day,1
I spent for two hours gardening with David in the afternoon,0
I talked to Frank about meditation for a few minutes,0
I spent for an hour listening to music with Heidi at night,0
I talked to Judy about painting for a while,0
I spent for a while cooking dinner with Alice in the morning,0
I practiced my therapy with the dentist before bed,1
I practiced my cognitive exercises with the nurse in the evening,1
I practiced my medication with the acupuncturist during the day,1
I invited Frank over for some knitting after breakfast,0
I spent for a while knitting with David after dinner,0
I practiced painting for a while in the morning,0
I spent for a few minutes listening to music with Eve in the morning,0
I spent for a short time knitting with Frank after breakfast,0
I was using the headphones to look up more about playing music in the afternoon,0
I spent for a short time gardening with Ivan after dinner,0
I invited Ivan over for some volunteering in the evening,0
I was using the radio to look up more about gardening at night,0
I practiced my mental health check-in with the home care nurse before bed,1
I practiced my medication with the optometrist before bed,1
I spent for an hour gardening with Judy during the day,0
I was using the laptop to look up more about hiking in the afternoon,0
I practiced my symptom tracking with the audiologist during the day,1
I was using the headphones to look up more about cooking in the afternoon,0
I helped Eve with washing dishes for a few minutes,0
I practiced my diet plan with the doula before bed,1
I noticed the tools was dusty while I was knitting during the day,0
I was using the e-reader to look up more about bird watching in the evening,0
my helper helped me with my insulin shot at night,1
I practiced my fall prevention measures with the home care nurse in the morning,1
I practiced photography for a while during the day,0
I misplaced the magazine while I was taking out the trash in the evening,0
I noticed the TV was dusty while I was doing a puzzle in the evening,0
I spent for two hours painting with Heidi after breakfast,0
I updated my companion about my rash in the afternoon,1
I practiced my insulin shot with the naturopath after dinner,1
I practiced traveling for a short time at night,0
I helped Judy with taking out the trash for an hour,0
my family member helped me with my health monitoring after dinner,1
I practiced yoga for an hour after dinner,0
I noticed the kitchen appliances was dusty while I was reading a book after breakfast,0
I updated my support person about my rash in the evening,1
I practiced my fall prevention measures with the audiologist in the afternoon,1
I practiced my diet plan with the pulmonologist in the evening,1
I practiced my exercise with the naturopath at night,1
I invited Bob over for some hiking after breakfast,0
I was using the smartwatch to look up more about photography in the morning,0
I practiced my medication with the oncologist after breakfast,1
I misplaced the laptop while I was taking out the trash in the afternoon,0
I spent for a few minutes listening to music with Frank in the afternoon,0
I talked to David about doing puzzles for two hours,0
I talked to Grace about writing for an hour,0
I talked to Bob about photography for an hour,0
I updated my son about my nausea in the evening,1
I spent for an hour going for a walk with David before bed,0
I was using the speaker to look up more about writing in the afternoon,0
I practiced my mental health check-in with the nurse at night,1
I practiced my rehab exercises with the neurologist in the morning,1
I spent for a while going for a walk with Judy after dinner,0
I practiced my medication with the specialist in the evening,1
I spent for a few minutes knitting with Heidi in the morning,0
I misplaced the magazine while I was mopping the floor before bed,0
I spent for two hours cooking dinner with Ivan in the evening,0
I was using the e-reader to look up more about meditation after breakfast,0
I invited Eve over for some gardening in the evening,0
I spent for a while knitting with Grace after breakfast,0
I practiced my therapy with the dermatologist in the morning,1
my friend helped me with my exercise after breakfast,1
I practiced my cognitive exercises with the neurologist before bed,1
I updated my spouse about my fever after dinner,1
I practiced my physio session with the cardiologist in the evening,1
I practiced my social engagement with the dentist before bed,1
I was using the tablet to look up more about dancing after breakfast,0
I spent for a few minutes reading a book with Judy in the afternoon,0
I invited Grace over for some yoga after dinner,0
I practiced my insulin shot with the rheumatologist in the afternoon,1
I talked to Frank about fishing for a while,0
I noticed the phone was dusty while I was painting after dinner,0
I practiced my weight check with the respite care provider after dinner,1
I spent for a short time reading a book with Bob after dinner,0
I updated my assistant about my confusion at night,1
I invited Grace over for some traveling in the evening,0
I misplaced the furniture while I was organizing the closet after dinner,0
my support person helped me with my exercise in the afternoon,1
I was using the radio to look up more about writing in the morning,0
I invited Charlie over for some meditation during the day,0
I practiced my mental health check-in with the massage therapist during the day,1
I practiced my exercise with the gastroenterologist after dinner,1
I talked to Charlie about writing for a few minutes,0
I practiced my insulin shot with the naturopath in the morning,1
I practiced my mobility practice with the home health aide in the morning,1
I practiced my cognitive exercises with the optometrist before bed,1
I practiced my cognitive exercises with the palliative care specialist at night,1
I invited Alice over for some knitting in the evening,0
my daughter helped me with my mobility practice at night,1
I was using the laptop to look up more about playing board games at night,0
I practiced my rehab exercises with the home care nurse at night,1
I misplaced the TV while I was vacuuming the living room after dinner,0
I used the e-reader for painting for an hour,0
I practiced my emergency preparedness plan with the counselor during the day,1
I practiced my physio session with the audiologist after dinner,1
my friend helped me with my appointment in the morning,1
I was using the phone to look up more about painting before bed,0
I noticed the tools was dusty while I was playing a game in the afternoon,0
I was using the laptop to look up more about knitting in the morning,0
I noticed the phone was dusty while I was playing a game in the afternoon,0
I spent for a short time cooking dinner with Ivan in the afternoon,0
my family member helped me with my mental health check-in in the evening,1
I practiced my medication with the dentist in the afternoon,1
I invited Judy over for some painting in the afternoon,0
my helper helped me with my mental health check-in in the afternoon,1
my son helped me with my diet plan at night,1
I practiced my diet plan with the optometrist in the afternoon,1
I practiced my rehab exercises with the oncologist in the evening,1
I misplaced the radio while I was dusting the shelves in the afternoon,0
I misplaced the kitchen appliances while I was dusting the shelves after dinner,0
I misplaced the decorations while I was washing dishes after breakfast,0
I was using the smartwatch to look up more about meditation during the day,0
I was using the smartwatch to look up more about yoga at night,0
I spent for an hour watching a movie with Judy after breakfast,0
I invited Eve over for some collecting stamps before bed,0
I updated my assistant about my cough in the afternoon,1
I practiced my mobility practice with the neurologist after breakfast,1
I noticed the TV was dusty while I was cooking dinner in the afternoon,0
I practiced my physio session with the doula at night,1
I misplaced the remote control while I was mopping the floor during the day,0
I practiced my exercise with the counselor during the day,1
I practiced gardening for a short time in the evening,0
my neighbor helped me with my mobility practice at night,1
I updated my family member about my sore throat in the afternoon,1
I noticed the magazine was dusty while I was reading a book after breakfast,0
I misplaced the phone while I was folding laundry in the evening,0
I practiced my mental health check-in with the herbalist after breakfast,1
I invited Alice over for some dancing in the morning,0
I noticed the remote control was dusty while I was going for a walk after dinner,0
I updated my companion about my swelling after breakfast,1
I practiced my rehab exercises with the home health aide in the morning,1
I practiced my insulin shot with the naturopath in the afternoon,1
I practiced my social engagement with the palliative care specialist during the day,1
I practiced my physio session with the doula in the morning,1
I practiced playing board games for a few minutes after breakfast,0
I practiced my mobility practice with the physiotherapist after breakfast,1
I practiced my sleep routine with the caregiver in the morning,1
I talked to Judy about cooking for two hours,0
I spent for a few minutes cooking dinner with Charlie in the evening,0
I practiced my weight check with the podiatrist in the evening,1
I practiced my cognitive exercises with the optometrist after breakfast,1
I invited David over for some playing music after breakfast,0
I practiced fishing for a short time at night,0
I helped Charlie with watering the plants for a short time,0
I spent for a short time gardening with Judy after dinner,0
my son helped me with my rehab exercises before bed,1
I updated my son about my rash in the morning,1
I practiced my exercise with the urologist after dinner,1
my assistant helped me with my therapy in the afternoon,1
I spent for a few minutes reading a book with Judy after dinner,0
I practiced my mental health check-in with the urologist in the evening,1
I spent for two hours cooking dinner with Frank after breakfast,0
I was using the TV to look up more about knitting in the morning,0
I practiced my hydration reminder with the counselor after dinner,1
I practiced my mental health check-in with the dietitian in the morning,1
I was using the TV to look up more about hiking at night,0
I was using the phone to look up more about hiking in the morning,0
my son helped me with my weight check before bed,1
I noticed the remote control was dusty while I was listening to music before bed,0
I talked to Charlie about volunteering for a while,0
I practiced my physio session with the hospice worker after breakfast,1
I used the e-reader for playing a game for two hours,0
I spent for a few minutes gardening with Charlie in the afternoon,0
I updated my son about my dizziness in the morning,1
I spent for a short time cooking dinner with Judy after breakfast,0
I spent for a short time gardening with Bob in the afternoon,0
I was using the headphones to look up more about photography before bed,0
I invited Bob over for some knitting in the evening,0
I spent for a few minutes listening to music with Judy after dinner,0
I noticed the radio was dusty while I was playing a game before bed,0
my assistant helped me with my social engagement in the morning,1
I practiced my blood test with the cardiologist in the afternoon,1
I misplaced the TV while I was washing dishes in the evening,0
I was using the gaming console to look up more about meditation in the morning,0
I practiced my mental health check-in with the specialist in the morning,1
